meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,neuro1,neuro1 (female),neuro1 (male),Random Forest,Random Forest (female),Random Forest (male),kNN,kNN (female),kNN (male),AdaBoost,AdaBoost (female),AdaBoost (male),SVM,SVM (female),SVM (male)
0.7656554227929023,0.18307988061323394,0.7553466095808768,0.7627003554377658,0.76090707070452,0.06348924222969757,0.07984369983011182,0.007028673412882374,0.3965006356421917,0.26615847408988585,0.6672268907563035,0.7656554227929023,0.6197554824226987,0.2416925160557477,0.9549628905476907,0.28773213103382994,0.04086021505376344,0.2387419585418156,0.23819742489270387,0.061329655272556495,female,female,0.9999999999999865,1.3512460253831893e-14,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.994169966486674,0.005830033513325937
0.612658473080459,0.3685196543300481,0.6911292797711552,0.4866893049296425,0.7415916630409366,0.33174093337743366,0.06858884384739938,0.007797192131655811,0.666670112626501,0.36751367710860766,0.0,0.612658473080459,0.2563985859710936,0.03766650871373669,0.6262915322929379,0.07235007323288033,0.0064516129032258064,0.031451036454610434,0.031473533619456366,0.23331028539361912,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.2,0.8,male,2.220446049250318e-16,0.9999999999999998,male,0.0029320240302181245,0.9970679759697821
0.9080103936464167,0.1753233966269805,0.8821713956152402,0.8722738128182792,0.9366267935307373,0.11999619399783618,0.052660555014675675,0.003357999882097127,0.4062310844233429,0.1809900277698329,0.7920227920227928,0.9080103936464167,0.7503294161556928,0.2326615720061815,0.9815257697169857,0.3687504989270135,0.04086021505376344,0.45854181558255896,0.4581545064377682,0.0880917789094994,female,female,1.0,2.344280974047242e-21,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9985655514760893,0.0014344485239106677
0.7849194210668159,0.14627944883227825,0.7822356177241383,0.7857121832102495,0.757511108776026,0.03626848401970393,0.07688606957644345,0.006531857117978585,0.30762576321126067,0.19073494381915407,0.7396528704939928,0.7849194210668159,0.6963613523606048,0.1937951968574237,0.9997491403098733,0.33516726045968986,0.04086021505376344,0.2827019299499643,0.2821888412017167,0.13147980809519072,female,female,1.0,4.680372729801197e-17,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9979402290365257,0.0020597709634744884
0.8703640775627915,0.20276282816182373,0.8334503510374083,0.795527966281134,0.9238241382956144,0.18737599160668286,0.04188501584451036,0.0023244444666494094,0.467454050499433,0.16052127754061862,0.7029220779220785,0.8703640775627915,0.7100958235767886,0.1992197125256676,0.9997491403098733,0.19978313646090204,0.04086021505376344,0.184060042887777,0.1834763948497854,0.05134378678056995,female,female,0.9999999999999923,7.714579785747428e-15,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9963927683760847,0.003607231623915232
0.6461641664273263,0.40667755595389476,0.6364316669655659,0.6043119079924145,0.7391322136948567,0.2070556173243481,0.06570074336969071,0.005827756063598737,0.7430806299312004,0.5663744918327217,0.6073153899240856,0.6461641664273263,0.5165922968300147,0.15311132934559407,0.48622831048950793,0.11750867759475132,0.0,0.06598463187991423,0.0661659513590844,0.2568598691283881,female,female,0.9999716203603684,2.8379639631634514e-05,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.8790794580496071,0.12092054195039277
0.9058790395197955,0.1932562100116802,0.897889486750925,0.8937157339759871,0.9066232465237334,0.06860001580058991,0.06725140735266584,0.0058040663739803286,0.4034804253991455,0.2160547870501318,0.8336673346693393,0.9058790395197955,0.7293805918526703,0.19235647462714303,0.9905847863122964,0.23670271463253117,0.04086021505376344,0.23552537526804862,0.2349785407725322,0.1049676325234417,female,female,0.9999999999999997,3.306088813001418e-16,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.998040489703438,0.0019595102965619276
0.8382677698330373,0.17137803372421928,0.8267231602904328,0.8316212284005411,0.8426014576975418,0.07106639929269123,0.06850599855715876,0.006078363710748494,0.45693472768908694,0.2386422907787349,0.77131258457375,0.8382677698330373,0.6027796928835184,0.1972194903153329,0.9815257697169857,0.44493489295961103,0.04086021505376344,0.36097212294496067,0.3605150214592275,0.08241308588530803,female,female,0.9999999999999996,4.463072317674654e-16,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9982030929501867,0.0017969070498133918
0.3359439955816273,0.6439259813679373,0.3314118196787295,0.13654770780685474,0.6312754699022014,0.5888056554680926,0.037735374760950326,0.0023255970948841778,0.9202107995813417,0.863255196033031,0.023956723338485322,0.3359439955816273,0.7177767475219953,0.180347868100012,0.8804154554596664,0.24581279580176052,0.0064516129032258064,0.2147962830593281,0.21494992846924177,0.2154533714780521,female,female,0.9999999923661339,7.633866114767435e-09,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9656443733883218,0.03435562661167813
0.8370682036327944,0.24625440073228333,0.8709266076198272,0.8109527295758464,0.8513954251847458,0.10108638730377387,0.10031068069419291,0.014101367444543154,0.46884050332074684,0.30657162808541305,0.8412073490813642,0.8370682036327944,0.5627261502383326,0.19972482936926916,0.9997491403098733,0.7529158107396895,0.04086021505376344,0.453180843459614,0.45278969957081544,0.13129499537519448,female,female,0.9999999999991079,8.921101832479177e-13,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9924863194639743,0.007513680536025761
0.7443225339300502,0.1406573912798078,0.7370315849370019,0.7455963298419306,0.730998539079432,0.05226392746954721,0.08314767090688498,0.008120291246427951,0.3887925137288221,0.22261104580295663,0.6588541666666679,0.7443225339300502,0.5805385932166505,0.19452097447408645,0.9997491403098733,0.7166230121219439,0.04086021505376344,0.7619728377412438,0.7618025751072961,0.06337834965899647,female,female,1.0,8.022188594547405e-20,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9756216072390407,0.024378392760959346
0.5056749846311726,0.6557935931245324,0.530706307314957,0.3502211629785993,0.7350678189320736,0.46730791743555955,0.030187095499688083,0.0019629372952071882,0.9437968612530593,0.8785603354332312,0.9918918918918928,0.5056749846311726,0.31465777448996035,0.06583324403460358,0.8345998443118204,0.11779172052842309,0.023655913978494623,0.17548248749106504,0.17525035765379113,0.11644620811287519,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.008346652116894785,0.9916533478831052
0.6870488144605934,0.6290938616406356,0.7970997426850982,0.5510784269558874,0.9193243897904224,0.43718144213030935,0.05154976309745276,0.0037845562278013513,0.8259534531648884,0.6585892855299517,0.9262820512820499,0.6870488144605934,0.5423671969403192,0.23331132994009615,0.9549628905476907,0.3499700476085371,0.04086021505376344,0.2365975696926376,0.23605150214592274,0.11766216974550334,female,male,0.3091286437546371,0.6908713562453629,female,0.6833333333333333,0.31666666666666665,male,0.2,0.8,female,0.9999999999999998,2.220446049250318e-16,male,0.04295261294644189,0.9570473870535582
0.8531344224723645,0.2991198721458644,0.8730342723608977,0.7190193203082992,0.9638359718020109,0.3057360257740213,0.04769891114895779,0.00302399853292202,0.5309004144707142,0.2336889078435316,0.9663716814159286,0.8531344224723645,0.5818833227602174,0.22295796914466431,0.9905847863122964,0.5986095784595006,0.04086021505376344,0.3534667619728378,0.35300429184549353,0.12205719561268168,female,female,0.9999966667878769,3.333212123046901e-06,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.8916943410287802,0.10830565897122005
0.707387798023259,0.44119547701962336,0.6801276848402505,0.5283588980016332,0.9043449385245842,0.4462752357000996,0.05218425036686503,0.003762765927141129,0.6477120952557481,0.40478765705260955,0.44809688581315,0.707387798023259,0.3617525601309736,0.19574024231615628,0.9815257697169857,0.4043042240177416,0.04086021505376344,0.23552537526804862,0.2349785407725322,0.10361869920870156,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,1.1032875458068098e-09,0.9999999988967125
0.5562973095763165,0.5117116785319331,0.6329040184844615,0.5174939377624009,0.7073054722765203,0.26645583444524035,0.10199435250611,0.026503054851668126,0.8332958567894819,0.7333558942142587,0.0,0.5562973095763165,0.5628466401837096,0.0304215484961951,0.9815257697169857,0.018980357536967522,0.0064516129032258064,0.00964974982130093,0.009656652360515022,0.16036469711595447,female,female,0.9999999894291457,1.0570854332084636e-08,female,0.9800000000000001,0.02,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9692536300494963,0.030746369950503755
0.725468921715814,0.5387068254964194,0.8449197442522809,0.5181371117988457,0.9120212315631433,0.46434902672863193,0.07347626117268265,0.007264254374469703,0.7769503093484239,0.6706720703070759,0.9129488574537535,0.725468921715814,0.40282466155905633,0.1933137309697098,0.9997491403098733,0.4048969841743795,0.04086021505376344,0.9367405289492495,0.9366952789699571,0.05916577832279325,male,male,0.3091286437546371,0.6908713562453629,male,0.06666666666666667,0.9333333333333333,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.01386537320214066,0.9861346267978593
0.705303126018289,0.08123495050762633,0.7147331209709215,0.7116913467471336,0.6876223514762507,0.04544483648529725,0.07153922696312308,0.005762668686323023,0.27812369895037165,0.1440853998867399,0.6729559748427678,0.705303126018289,0.6868211872455405,0.08380298176029542,0.8127493220720768,0.16406974177885658,0.35053763440860214,0.2823445318084346,0.2753934191702432,0.11421757255090531,female,female,0.9999999999999997,3.739839479473122e-16,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9727747100899772,0.027225289910022696
0.6688334225100715,0.49221159287307426,0.7283313619627638,0.5010450314783187,0.8354819481063981,0.40788227434049834,0.021773870673378114,0.0007563592227422521,0.8589959347426294,0.6769066538362737,0.823303457106275,0.6688334225100715,0.35752749166693304,0.19476386036960996,0.9997491403098733,0.3228185630304363,0.04086021505376344,0.3684774839170836,0.36802575107296137,0.0973809780904047,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,8.88604796688267e-08,0.9999999111395204
0.5265343465963195,0.5826844081385424,0.5131108854092553,0.4678407291254513,0.7676680554134783,0.3766315401480057,0.07848454212639507,0.007814368766947747,0.7414196873516138,0.710072212994097,0.5132743362831856,0.5265343465963195,0.3761141867483792,0.08081324631501843,0.7710050407782424,0.04873096446700501,0.023655913978494623,0.02108649035025018,0.020743919885550785,0.16642720306513356,male,male,0.3091286437546371,0.6908713562453629,male,0.1,0.9,male,0.2,0.8,male,2.220446049250318e-16,0.9999999999999998,male,0.009967606065353506,0.9900323939346467
0.7476581701729538,0.3940975168183575,0.8063911537886037,0.5920165323262,0.8811018069822718,0.35754185601912686,0.04646346376513466,0.003686424759124579,0.7071117530258508,0.30944936148066976,0.8799533799533785,0.7476581701729538,0.38922572027542013,0.19259508277152895,0.9997491403098733,0.19717501655263717,0.04086021505376344,0.2827019299499643,0.2821888412017167,0.07066172924854797,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,1.0395025487246815e-06,0.9999989604974513
0.5068019417878062,0.4940444535451394,0.43605794466624337,0.3915725894599347,0.752457972541916,0.44117957551013093,0.05188084116023507,0.0038894885759484027,0.805381034780375,0.6677017474653306,0.3570261437908496,0.5068019417878062,0.31307755868025033,0.061724845995893285,0.9815257697169857,0.19024497903332585,0.0064516129032258064,0.16654753395282346,0.16666666666666666,0.2867544965631517,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,8.65714381181548e-09,0.9999999913428561
0.29062164172377275,0.6412598723202223,0.3487355361474541,0.11723953893705223,0.5808347334601596,0.5599571299343031,0.6508163310505809,0.4516060115343241,0.6978641409046259,0.7197221608147026,0.0,0.29062164172377275,0.14285211645991444,0.04027961317692346,0.9815257697169857,0.0,0.0064516129032258064,0.0,0.0,0.0,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.0028099979882935705,0.9971900020117064
0.6166395476688831,0.3879013050100356,0.6303160413453486,0.6076899783822594,0.6627841213047365,0.12949017421404607,0.07603699373805775,0.007314471262362151,0.7337951242440302,0.5830847168852754,0.5796825396825392,0.6166395476688831,0.6066275571018146,0.3172997946611911,0.7999587724683244,0.28016521108553744,0.0,0.062410650464617586,0.06258941344778254,0.5915336041824134,female,female,0.9999999991754588,8.24541225160679e-10,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.939136854390581,0.06086314560941873
0.6697573201396818,0.1275538232516877,0.6866433592421275,0.6791949376503081,0.650850926640892,0.04356738197021139,0.08009973459077589,0.0075829003944760075,0.3355016037397376,0.2193395876624837,0.6528822055137856,0.6697573201396818,0.6320973963270348,0.07875805423776819,0.9292854406840407,0.21611123372323965,0.0064516129032258064,0.2551822730521801,0.2553648068669528,0.14507549283521076,female,female,0.9999999999999151,8.493767672889271e-14,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.982063849614003,0.017936150385996958
0.7013496835573031,0.5626502608524933,0.8374332260570454,0.4973481580730546,0.8618668592973568,0.4373179245950824,0.07986328431868898,0.008727412650722745,0.704932236520783,0.5951054848689019,0.8644578313253,0.7013496835573031,0.36622506777823,0.03026356501926803,0.7510537298657463,0.1066431251379384,0.0064516129032258064,0.027519656897784132,0.02753934191702432,0.28952363773792356,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.013427708339346887,0.9865722916606531
0.6280021832394681,0.4777146834400967,0.7039791558477486,0.42518274807515233,0.7231151313752541,0.3777721416864494,0.04797954275744717,0.002796344673252037,0.7441521151730492,0.6114738169602937,0.34017094017094,0.6280021832394681,0.36457865709173815,0.19140671148490945,0.9815257697169857,0.45430126338341176,0.04086021505376344,0.31915654038599,0.3186695278969957,0.14259419352011946,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,1.8365513230627318e-07,0.9999998163448677
0.7125415366657037,0.1438925666162817,0.6929281488705746,0.6838850949234913,0.7040565204069006,0.09029694083644935,0.06231851855045058,0.004819493493151234,0.5185662785451602,0.10945677334541956,0.6191934660541106,0.7125415366657037,0.4737439202509737,0.03880903490759747,0.9815257697169857,0.21882586625468967,0.0064516129032258064,0.2544674767691208,0.25464949928469244,0.1769475077449487,female,female,0.9999999427880004,5.7211999552226696e-08,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.8050429494131637,0.19495705058683632
0.5054565902373632,0.6298441387528837,0.456000881350898,0.4315147792614636,0.7832476391435172,0.42951322734029596,0.24792322859753116,0.12055035426269023,0.7102186250783576,0.6138154126905667,0.0,0.5054565902373632,0.36010279949587476,0.033375068863624915,0.9044498744224728,0.018369905661706317,0.0064516129032258064,0.010721944245889922,0.01072961373390558,0.26890991232778616,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.00416796907452511,0.9958320309254748
0.6790882714117376,0.6050505791175199,0.6789266527390095,0.5270090958728516,0.9308045978195775,0.4733429858868134,0.07213193520089231,0.007879943531768498,0.7805070612333012,0.6237901719999362,0.9343065693430641,0.6790882714117376,0.38134581611688684,0.03701346351915466,0.9044498744224728,0.1483999117192672,0.0064516129032258064,0.1640457469621158,0.16416309012875535,0.12392400789841544,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,4.418866723654436e-06,0.9999955811332764
0.5224263961333002,0.6105200327320541,0.5421148582306433,0.4328612904465394,0.7344130942527163,0.38074660917906405,0.07284223003635769,0.0083278668802645,0.8727364348069985,0.8046798565611815,0.05857740585774071,0.5224263961333002,0.286188292736225,0.042526431294838456,0.7128612204046849,0.3373795335834602,0.3333333333333333,0.18155825589706934,0.17489270386266095,0.2368779822767547,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.005490187361720698,0.9945098126382792
0.6995905922190356,0.3162816782598281,0.7475495259187394,0.5765638108737143,0.8005227969430234,0.29545226541462283,0.03980683286036913,0.002695687355624379,0.7257064411310966,0.17343118001774926,0.7703952901597964,0.6995905922190356,0.2407950894458346,0.04347803716679227,0.7128612204046849,0.47101166324295923,0.2129032258064516,0.27197998570407433,0.2678826895565093,0.3075710171861517,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,2.037190679995934e-07,0.999999796280932
0.786525955084365,0.25980962131115376,0.8035176333017569,0.7019713059636277,0.8524341772875045,0.21540892169997308,0.031233163446282564,0.0013320968253299843,0.6548205055818037,0.35467706729178433,0.616438356164382,0.786525955084365,0.5981014599086067,0.20410233527957608,0.9997491403098733,0.5915439669577827,0.556989247311828,0.5014295925661186,0.49034334763948495,0.14228048936974855,female,female,0.9999999996741423,3.25857683845894e-10,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9557973119172469,0.04420268808275309
0.6227964185774727,0.5831010705583366,0.5667617404449161,0.49434685024611735,0.8705035532907246,0.4488156500733934,0.08863808156298837,0.01812336841198116,0.8149011280267688,0.6817648933149446,0.2141372141372143,0.6227964185774727,0.1326568089081082,0.030342479390700755,0.9044498744224728,0.033380111017185396,0.0064516129032258064,0.02573266619013581,0.02575107296137339,0.14838968687348325,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,4.864222571277973e-09,0.9999999951357775
0.7647433796804999,0.4471504085782003,0.8833847057386299,0.534239838018554,0.929562144252686,0.46461961238398686,0.056936870949389644,0.003853917694165492,0.5584146506694208,0.31997358260977293,0.92387543252595,0.7647433796804999,0.31883600004361967,0.19117043121149915,0.9463075703689342,0.32366180267203165,0.2989247311827957,0.27090779127948533,0.26502145922746784,0.10041407382416148,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,3.9941359044783464e-08,0.9999999600586409
0.7494786104456869,0.16932214210913574,0.7470790122494735,0.6970257325307945,0.7827384553112348,0.15295050549211914,0.050713931076857975,0.003658333410836671,0.5007439514990168,0.18904641375344133,0.7053291536050142,0.7494786104456869,0.6413391034098049,0.21531827515400456,0.9997491403098733,0.19298168174795816,0.04086021505376344,0.11865618298784847,0.11802575107296137,0.12271084832060411,female,female,0.9999999998899496,1.100504318894914e-10,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9843969382686472,0.015603061731352875
0.9439687016921977,0.13289159526427294,0.9177119465358062,0.8994372321709043,0.9592511214546827,0.11369687063163,0.054360438084024756,0.003077858720236774,0.3019670152695147,0.10310495011467578,0.7883096366508678,0.9439687016921977,0.7025656882305388,0.19574024231615628,0.9997491403098733,0.5586404767159572,0.04086021505376344,0.5046461758398857,0.5042918454935622,0.09005474511009881,female,female,1.0,3.1280871520958405e-22,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.993273965390351,0.006726034609649008
0.7059694634841348,0.400245198881187,0.7889493820679887,0.5183939718618505,0.8304922760418496,0.3850037822643627,0.0456436674309084,0.0028275431132892396,0.7204117215736394,0.46736881865728286,0.8314393939393928,0.7059694634841348,0.2666451879800543,0.03228391540123452,0.9549628905476907,0.19570925197299818,0.2645161290322581,0.18656182987848463,0.1813304721030043,0.1264734197426504,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,1.1851457178090861e-07,0.9999998814854282
0.5479601283622499,0.663004015174684,0.67719003500867,0.40820368421560993,0.8029470685846297,0.47285853337318084,0.07750450816039259,0.009033987456005348,0.8516047861599435,0.7613533972870954,0.05516549648946857,0.5479601283622499,0.3303197650296583,0.21277233633578488,0.9815257697169857,0.44028009068838875,0.0064516129032258064,0.20300214438884917,0.20314735336194564,0.2282965515113781,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,4.2813141965967325e-07,0.9999995718685804
0.6556180138113505,0.4318057846662748,0.7202420009421817,0.6351787792446381,0.7497304780410579,0.18524101993875908,0.08734512511844934,0.019196223131659824,0.7575892388332978,0.560180033626297,0.0,0.6556180138113505,0.4892956463766199,0.03018480492813125,0.8571440339242536,0.04616843725208307,0.0064516129032258064,0.048963545389563976,0.04899856938483548,0.1542712921881382,female,female,0.9999999888955903,1.1104409740188067e-08,female,1.0,0.0,female,1.0,0.0,female,0.9999999999999998,2.220446049250318e-16,female,0.9401984948443721,0.05980150515562801
0.4331681752396016,0.7117661987004587,0.4783677753521134,0.26231666453349506,0.720884524190352,0.5449509472872909,0.9945649074818765,0.9707396105898853,0.471267667411245,0.6116976186342332,0.0,0.4331681752396016,0.22775022111636092,0.05733140073277794,0.9292854406840407,0.0,0.0064516129032258064,0.0,0.0,0.0,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,0.10274486617987175,0.8972551338201283
0.6235634139714282,0.45156597431058143,0.5630339247780475,0.489620477206417,0.8079235287854731,0.3930311145514334,0.029696298928066606,0.0010972440086554904,0.7841953135123891,0.5385212997192522,0.5009861932938857,0.6235634139714282,0.4034295559012788,0.03278396741101141,0.9549628905476907,0.14942675603154873,0.0064516129032258064,0.24767691208005718,0.2478540772532189,0.141474659448516,male,male,0.3091286437546371,0.6908713562453629,male,0.0,1.0,male,0.0,1.0,male,2.220446049250318e-16,0.9999999999999998,male,6.630092965123301e-07,0.9999993369907034
